Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Platform_encoded,Genre_encoded,Publisher_encoded,Developer_encoded,Rating_encoded,Name
1996,0,0,0.02,0,0.02,71,22,7.5,24,21,3,456,1558,8,Aegis of Earth: Protonovus Assault
2008,0,0,0.02,0,0.02,71,22,7.5,24,16,1,413,1558,8,Aria: The Origination ~Aoi Wakusei no El Cielo~
2009,0,0.02,0,0,0.02,71,22,7.5,24,4,3,403,1558,8,Inkheart
1998,0,0.02,0,0,0.02,93,20,9,326,13,11,546,1192,1,Lunatic Dawn Tempest
2015,0.02,0,0,0,0.02,71,22,7.5,10,28,1,504,1454,8,Strike Witches: Shirogane no Tsubasa
2013,0,0.02,0,0,0.02,58,5,5.8,30,27,8,6,1178,5,Total Immersion Racing
2011,0,0,0.02,0,0.02,71,22,7.5,24,16,1,233,1558,8,Luxor: The Wrath of Set
2012,0,0,0.02,0,0.02,71,22,7.5,24,2,0,39,1558,8,Board Game: Top Shop
2002,0.02,0,0,0,0.02,71,22,7.5,24,7,4,488,854,1,Blade Arcus from Shining EX
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,1,78,1558,8,Bigfoot King of Crush
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,354,1558,8,NANA: Live Staff Daiboshuu! Shoshinsha Kangei
2016,0.02,0,0,0,0.02,71,22,6.1,96,18,0,148,485,8,Demigod
2009,0,0.01,0,0,0.02,69,39,7.3,73,13,11,466,1610,7,Cocoto Magic Circus
2007,0.02,0,0,0,0.02,58,7,5.3,6,19,6,121,496,7,Rugby Challenge 3
2002,0.01,0.01,0,0,0.02,71,22,7.5,24,16,6,546,1558,8,Toukiden 2
2006,0,0,0.02,0,0.02,71,22,7.5,24,4,7,277,1558,8,Europa Universalis III Complete
2011,0,0.02,0,0,0.02,71,22,7.5,24,4,1,531,454,2,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto
1996,0.01,0.01,0,0,0.02,71,22,7.5,24,15,1,90,1558,8,Dunamis 15
2012,0,0,0.02,0,0.02,71,22,7.5,24,28,1,7,1558,8,DemiKids: Dark Version
2002,0,0.02,0,0,0.02,59,11,7.7,9,13,11,259,759,7,Resident Evil: Umbrella Corps
2005,0,0.02,0,0,0.02,71,22,8.2,25,13,7,144,114,7,Mage Knight: Destiny's Soldier
2007,0,0,0.02,0,0.02,71,22,7.5,24,4,3,502,1558,8,Fishdom 2 Deluxe
2010,0.02,0,0,0,0.02,71,22,7.5,24,4,11,473,1369,2,Blender Bros.
2006,0.02,0,0,0,0.02,62,17,7.5,24,29,2,440,1251,7,Treasure Chase
2013,0,0,0.02,0,0.02,71,22,7.5,24,17,7,85,1558,8,Suzumiya Haruhi no Heiretsu
2007,0.01,0.01,0,0,0.02,71,22,7.5,24,16,6,556,934,1,Stronghold Crusader Extreme
2008,0,0.02,0,0,0.02,71,22,7.5,24,13,11,139,1558,8,Nanatsuiro * Drops Pure!!
2007,0,0.02,0,0,0.02,57,9,5.8,19,13,7,113,889,5,DemiKids: Light Version
2007,0,0,0.02,0,0.02,71,22,7.5,24,4,1,303,1558,8,Pe-Jongju to Manabu Kankokugo DS: Test-Hen
2016,0.02,0,0,0,0.02,71,22,7.5,24,30,3,53,124,1,Cities XL 2011
1995,0.01,0.01,0,0,0.02,71,22,7.5,24,15,1,457,1558,8,Farm Frenzy 3
2016,0,0,0.02,0,0.02,71,22,7.5,24,20,1,233,1558,8,Bottom of the 9th '97
2009,0.02,0,0,0,0.02,71,22,7.5,24,4,0,298,1558,8,Shaman King: Chou Senjiryokketsu 3
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,233,1558,8,Rapala for Kinect
2014,0,0.02,0,0,0.02,57,47,1.4,544,13,7,121,375,5,Line Rider 2: Unbound
2016,0,0.02,0,0,0.02,69,9,3.7,137,13,10,277,804,1,Hyakka Hyakurou: Sengoku Ninpoujou
2003,0.01,0.01,0,0,0.02,67,7,7.5,24,6,10,50,1316,1,HatsuKare * Renai Debut Sengen!
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,1,110,1558,8,QUIZ PARTY
2002,0,0,0.02,0,0.02,71,22,7.5,24,16,0,494,1558,8,SimCity Societies
2009,0,0.02,0,0,0.02,55,6,6,31,13,0,277,1654,5,Winx Club: Rockstars
2006,0.02,0,0,0,0.02,71,22,7.5,24,26,3,6,1116,7,World Series of Poker 2008: Battle for the Bracelets
2011,0,0,0.02,0,0.02,71,22,7.5,24,28,0,531,1558,8,Star Trek Online
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,9,303,1558,8,Kingdom: Ikkitousen no Ken
2005,0.01,0.01,0,0,0.02,71,22,7.5,24,6,3,531,1558,8,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen
2014,0,0,0.02,0,0.02,65,20,7.3,23,17,7,364,1017,7,RayCrisis: Series Termination
2007,0.02,0,0,0,0.02,62,16,7.1,29,13,4,21,166,7,Bomberman Story DS
2015,0.02,0,0,0,0.02,63,4,6.2,5,17,1,39,92,5,Anima - Gate of Memories
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,7,470,1558,8,Ikki Tousen: Shining Dragon
2008,0.02,0,0,0,0.02,64,6,7.5,24,4,8,284,882,2,Tom Clancy's Rainbow Six: Vegas 2
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,1,30,1558,8,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki
2004,0,0.02,0,0,0.02,71,22,8.9,31,13,7,527,1572,5,Toxic Grind
2008,0,0,0.02,0,0.02,71,22,7.5,24,26,2,303,1558,8,Tropico 4: Modern Times
2012,0,0.02,0,0,0.02,71,22,7.5,24,4,0,285,1558,8,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable
2012,0,0,0.02,0,0.02,71,22,7.5,24,17,8,30,1558,8,ScrapLand
2011,0,0,0.02,0,0.02,71,22,7.5,24,4,1,233,1558,8,Enchanted Arms (JP sales)
2005,0.01,0.01,0,0,0.02,71,22,7.5,24,6,7,277,1558,8,Utawarerumono: Futari no Hakuoro
2013,0,0,0.02,0,0.02,71,22,7.5,24,19,1,233,1558,8,Geten no Hana
2012,0,0,0.02,0,0.02,71,22,7.5,24,17,1,349,1558,8,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban
1998,0,0,0.02,0,0.02,71,22,7.5,24,21,1,419,1558,8,Indianapolis 500 Evolution
2012,0,0,0.02,0,0.02,71,22,7.5,24,17,0,349,1558,8,Brothers in Arms: Hell's Highway
2015,0,0.02,0,0,0.02,71,22,7.5,24,13,3,162,1558,8,D.Gray-man: Sousha no Shikaku
2002,0.01,0.01,0,0,0.02,62,4,7.5,24,6,10,531,804,1,Crazy Machines
2007,0.02,0,0,0,0.02,39,5,7.5,24,4,8,398,1091,2,Ookami to Koushinryou: Omiowataru Kaze
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,1,302,1558,8,DiRT
2005,0.02,0,0,0,0.02,57,6,7.5,24,19,4,53,124,1,School Days LxH
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,0,233,1558,8,IL-2 Sturmovik: Forgotten Battles
2008,0.02,0,0,0,0.02,47,12,7.5,24,4,1,28,1629,7,Serious Sam HD: Gold Edition
2008,0,0.02,0,0,0.02,52,11,7.8,57,13,0,21,1501,7,Big Idea's VeggieTales: LarryBoy and the Bad Apple
2011,0,0.02,0,0,0.02,71,22,7.5,24,13,9,531,600,8,Neo Angelique
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,0,110,1558,8,Psycho-Pass: Mandatory Happiness
2004,0.02,0,0,0,0.02,59,26,6.8,4,29,0,447,78,5,Namco Museum Battle Collection (JP sales)
2011,0,0.02,0,0,0.02,71,22,7.5,24,4,5,432,1203,1,Ceville
2008,0,0,0.02,0,0.02,71,22,7.5,24,26,2,349,1558,8,Brandish: The Dark Revenant
2013,0,0,0.02,0,0.02,71,22,7.5,24,19,1,30,1558,8,Thomas and Friends: Steaming around Sodor
2008,0,0,0.02,0,0.02,71,22,7.5,24,19,3,128,1558,8,Chaos;Head Noah
2008,0.02,0,0,0,0.02,71,22,7.5,24,4,10,340,477,1,Summon Night: Swordcraft Story
2001,0.01,0.01,0,0,0.02,69,11,7.5,24,6,4,490,1478,1,Samurai Shodown V
2011,0,0.02,0,0,0.02,71,22,7.5,24,28,10,113,362,8,Falcon 4.0: Allied Force
2002,0.01,0.01,0,0,0.02,71,22,7.5,24,6,6,122,873,1,Minna no Chizu 2
2005,0.02,0,0,0,0.02,33,9,2.8,4,29,8,271,1491,5,Pro Fishing Challenge
2015,0,0,0.02,0,0.02,71,22,7.5,24,17,3,349,1558,8,Franklin's Great Adventures
2008,0,0.02,0,0,0.02,85,24,8.2,99,13,7,92,1512,7,Atelier Firis: The Alchemist of the Mysterious Journey
2010,0.02,0,0,0,0.02,71,22,7.5,24,4,6,473,1593,1,Phoenix Wright: Ace Attorney Trilogy
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,1,39,1558,8,Princess Saver! Eternal Love for My Lady
2016,0.01,0.01,0,0,0.02,52,15,7.1,12,30,0,469,1358,5,Jitsumei Jikkyou Keiba Dream Classic 2002
2009,0,0.02,0,0,0.02,42,15,4.9,22,13,11,447,333,5,Ice Age: Dawn of the Dinosaurs
2001,0,0,0.02,0,0.02,71,22,7.5,24,15,9,277,1558,8,To Love-Ru Trouble: Darkness - True Princess
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,7,167,1558,8,Tokyo Mew Mew
2008,0,0,0.02,0,0.02,71,22,7.5,24,4,1,349,1558,8,Kawasaki Jet Ski
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,11,502,1558,8,Interactive Storybook DS Series 3
1999,0.02,0,0,0,0.02,71,22,7.5,24,10,10,54,1558,8,Twinkle * Crusaders GoGo!
2000,0.02,0,0,0,0.02,71,22,7.5,24,10,5,332,1558,8,Moujuutsukai to Oujisama: Snow Bride Portable
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,9,293,1558,8,Rule of Rose
2011,0.02,0,0,0,0.02,71,22,7.5,24,4,4,256,752,1,RedCard 20-03
2006,0,0,0.02,0,0.02,71,22,7.5,24,19,11,349,1558,8,Bejeweled 2 Deluxe
2016,0.02,0,0,0,0.02,71,22,7.5,24,30,8,85,1558,8,Freestyle Metal X
2002,0.01,0.01,0,0,0.02,71,22,7.5,24,15,1,527,1558,8,Captain Morgane and the Golden Turtle
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,1,418,1558,8,Shonen Jump's One Piece: Grand Adventure
2009,0,0,0.02,0,0.02,71,22,7.5,24,4,7,466,1558,8,Dino Dini's Kick Off Revival
2004,0,0.02,0,0,0.02,81,62,8.1,284,13,8,129,1087,5,Pac-Man World Rally
2006,0.01,0.01,0,0,0.02,57,8,7,7,16,4,350,1113,2,Winning Post 8 2015
2013,0,0.02,0,0,0.02,71,22,7.5,24,17,0,21,1558,8,GT Legends
2010,0.02,0,0,0,0.02,71,22,7.5,24,26,1,123,606,1,Monster High 13 Wishes
2009,0.02,0,0,0,0.02,71,22,7.5,24,26,10,72,210,1,Ukiyo no Roushi
2009,0,0.02,0,0,0.02,71,22,6.4,8,13,11,82,479,7,Uta Kumi 575
2009,0,0.02,0,0,0.02,71,22,7.5,24,26,6,484,1558,8,The Professor's Brain Trainer: Logic
1999,0.01,0.01,0,0,0.02,71,22,7.5,24,15,0,543,1558,8,Street Fighter X Tekken
2012,0,0,0.02,0,0.02,71,22,7.5,24,20,0,447,1558,8,Kung Fu Panda
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,7,470,1558,8,428: Fuusa Sareta Shibuya de
2010,0,0.02,0,0,0.02,71,22,7.5,24,28,10,372,1558,8,Catan
2006,0,0,0.02,0,0.02,71,22,7.5,24,19,3,457,1558,8,Frontlines: Fuel of War
2016,0,0.02,0,0,0.02,43,7,2.4,31,13,9,53,1035,1,Jewel Match 2
2012,0,0.02,0,0,0.02,67,23,6.5,55,13,11,232,1554,8,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin
2003,0.02,0,0,0,0.02,66,15,6.8,5,29,6,17,44,7,Rugby World Cup 2015
2016,0.01,0,0,0,0.02,71,22,5.8,12,30,0,502,1042,7,NFL Blitz Pro
2016,0.02,0,0,0,0.02,79,9,8.5,15,18,0,369,1028,5,Tom Clancy's EndWar
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,78,1558,8,Totally Spies! 2: Undercover
2016,0,0.02,0,0,0.02,66,15,8.5,144,13,1,323,106,8,Black Rose Valkyrie
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,7,470,1558,8,Commandos: Strike Force
2006,0,0,0.02,0,0.02,71,22,7.5,24,19,3,447,1558,8,Warriors of the Lost Empire (JP sales)
2011,0,0,0.02,0,0.02,71,22,7.5,24,2,0,349,1558,8,Jojo's Bizarre Adventure
2008,0,0,0.02,0,0.02,71,22,7.5,24,4,9,303,1558,8,Lode Runner
2011,0,0.02,0,0,0.02,71,22,7.5,24,4,0,57,1558,8,Evolution Snowboarding
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,0,95,1558,8,Zathura
2014,0,0.02,0,0,0.02,73,17,5.4,52,13,0,466,1022,7,Jissen Pachinko Hisshouhou! CR Sakura Taisen
2013,0,0,0.02,0,0.02,71,22,7.5,24,17,7,157,1558,8,Zillions of Enemy X: Zetsukai no Crusade
2011,0,0.02,0,0,0.02,71,22,7.5,24,13,9,531,1558,8,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki
2005,0.01,0,0,0,0.02,38,9,3.6,7,29,6,496,380,7,Plants vs. Zombies: Garden Warfare
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,10,502,1558,8,Happiness! De-Lucks
2002,0.02,0,0,0,0.02,68,6,7.5,24,7,10,277,773,1,Doki Majo Plus
2010,0,0,0.02,0,0.02,71,22,7.5,24,16,0,436,1558,8,Eureka Seven Vol. 2: The New Vision
2013,0,0,0.02,0,0.02,71,22,7.5,24,19,1,110,1558,8,Love Once: Mermaid's Tears
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,0,502,1558,8,Castlevania: Lords of Shadow - Reverie
2013,0,0,0.02,0,0.02,40,4,5.8,18,27,2,502,796,5,Puzzle Challenge: Crosswords and More!
2006,0.02,0,0,0,0.02,65,16,4.6,17,13,9,527,1541,7,Muppets Party Cruise
2007,0,0.02,0,0,0.02,70,40,6.3,374,13,7,139,527,5,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike"
2014,0,0,0.02,0,0.02,71,22,7.5,24,19,1,233,1558,8,Test Drive Unlimited
2006,0.01,0.01,0,0,0.02,71,22,7.5,24,6,0,53,1558,8,Shippuu Mahou Daisakusen: Kingdom-Grandprix
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,9,277,1558,8,Saint
2008,0.01,0.01,0,0,0.02,71,22,7.5,24,16,10,53,678,1,Grey's Anatomy: The Video Game
2015,0,0,0.02,0,0.02,70,15,7.4,9,20,0,502,1042,7,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri
2009,0.02,0,0,0,0.02,71,22,7.5,24,4,5,123,386,1,Let's Play Flight Attendant
2011,0,0.02,0,0,0.02,71,22,7.5,24,17,3,113,1558,8,F1 Race Stars
2014,0,0,0.02,0,0.02,71,22,7.5,24,17,1,349,1558,8,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,7,1558,8,Call of Duty: Modern Warfare Trilogy
2008,0,0,0.02,0,0.02,71,22,7.5,24,19,7,157,1558,8,Motto! SoniComi
2006,0.01,0.01,0,0,0.02,71,22,7.5,24,13,9,139,898,7,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World
2013,0,0,0.02,0,0.02,71,22,7.5,24,19,1,265,1558,8,Serious Sam: Next Encounter
2005,0.01,0,0,0,0.02,74,9,7.5,4,29,3,306,82,7,Diabolik Lovers: More Blood
2014,0.01,0.01,0,0,0.02,26,10,2.4,22,2,0,349,155,2,PachiPara 15: Super Umi Monogatari in Okinawa 2
2006,0,0.02,0,0,0.02,84,16,7.8,53,13,6,91,301,2,Serious Sam HD: Gold Edition
2004,0.01,0.01,0,0,0.02,51,11,7.5,24,16,4,153,95,7,Knight's Apprentice: Memorick's Adventures
2015,0,0,0.02,0,0.02,71,22,7.5,24,2,11,55,1558,8,Akai Ito DS
2008,0.02,0,0,0,0.02,71,22,7.5,24,4,11,569,1558,8,Natsuiro no Sunadokei
2008,0,0,0.02,0,0.02,71,22,7.5,24,16,7,447,1558,8,Freedom Wings
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,0,349,1558,8,Unreal Anthology
2008,0,0.02,0,0,0.02,71,22,7.5,24,13,9,139,549,1,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo
2009,0,0,0.02,0,0.02,71,22,7.5,24,19,9,502,1558,8,Triple Crown Championship Snowboarding
2015,0,0,0.02,0,0.02,71,22,7.5,24,2,0,39,1558,8,Dream Chronicles
2007,0.02,0,0,0,0.02,38,4,7.5,24,4,9,112,1308,2,18 Wheels of Steel: Extreme Trucker
2007,0.02,0,0,0,0.02,71,22,7.5,24,4,5,21,1558,8,X3: Terran War Pack
2013,0,0,0.02,0,0.02,69,22,7.9,25,17,7,364,86,7,Geon Cube
2011,0.02,0,0,0,0.02,71,22,7.5,24,26,0,525,1520,1,Left 4 Dead
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,0,349,1558,8,Steal Princess
2013,0,0.02,0,0,0.02,71,22,7.5,24,13,9,25,1558,8,Ballblazer Champions
2009,0.02,0,0,0,0.02,71,22,7.5,24,13,7,138,1558,8,Azada
2011,0,0.02,0,0,0.02,71,22,7.5,24,13,6,527,1558,8,Gochuumon wa Usagi Desu ka?? Wonderful Party!
2001,0.01,0.01,0,0,0.02,77,11,7.5,24,6,7,539,81,1,Koisuru Otome to Shugo no Tate: The Shield of AIGIS
2011,0,0,0.02,0,0.02,71,22,7.5,24,19,1,110,1558,8,Galaxy Angel II: Eigou Kaiki no Koku
2004,0.01,0,0,0,0.02,65,8,8.8,4,29,2,53,208,7,Moujuutsukai to Oujisama Portable
2012,0,0,0.02,0,0.02,71,22,7.5,24,17,1,7,1558,8,Genroh
2008,0.02,0,0,0,0.02,30,4,7.5,24,26,10,556,1058,1,Otome wa Oanesama Boku ni Koi Shiteru Portable
2008,0,0,0.02,0,0.02,71,22,7.5,24,19,7,457,1558,8,Iron Phoenix
2007,0,0,0.02,0,0.02,71,22,7.5,24,19,1,414,1558,8,Kuon
2010,0,0,0.02,0,0.02,71,22,7.5,24,16,1,30,1558,8,Kannou Mukashi Banashi Portable
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,0,110,1558,8,Tennis no Oji-Sama: Driving Smash! Side King
2012,0,0.02,0,0,0.02,71,22,7.5,24,13,7,392,1558,8,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku
2012,0,0.02,0,0,0.02,72,9,6,83,13,6,349,248,7,Rose to Tasogare no Kojou
1994,0.02,0,0,0,0.02,71,22,7.5,24,13,2,17,1558,8,Tale of a Hero
2015,0,0,0.02,0,0.02,71,22,7.5,24,17,0,349,1558,8,UnchainBlades EXXiV
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,10,447,1558,8,Mount & Blade
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,0,98,1558,8,Carmen Sandiego: The Secret of the Stolen Drums
1998,0.01,0.01,0,0,0.02,71,22,7.5,24,15,10,415,1558,8,Fritz Chess
2015,0,0,0.02,0,0.02,71,22,7.5,24,18,0,110,1558,8,Puyo Puyo! 15th Anniversary
2013,0,0,0.02,0,0.02,71,22,7.5,24,19,2,349,1558,8,Mind over Matter
2009,0,0.02,0,0,0.02,74,14,8.3,78,13,0,138,736,2,Dies Irae: Amantes Amentes
1995,0,0,0.02,0,0.02,71,22,7.5,24,1,9,239,1558,8,The Idolmaster: Gravure For You! Vol.9
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,1,571,1558,8,Casper's Scare School: Classroom Capers
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,1,108,1558,8,Discovery Kids: Snake Safari
2016,0.02,0,0,0,0.02,71,22,7.5,24,30,0,85,1558,8,Heavy Fire: The Chosen Few 3D
2006,0.01,0,0,0,0.02,71,22,7.5,24,26,5,484,1401,1,Fuel
2009,0.02,0,0,0,0.02,71,22,7.5,24,26,5,567,1656,1,The Settlers IV
2009,0.02,0,0,0,0.02,71,22,7.5,24,26,8,525,1521,1,Ryu-koku
2011,0.02,0,0,0,0.02,67,21,6.8,29,17,0,527,1524,5,Dungeon Defenders
2009,0.02,0,0,0,0.02,71,22,7.5,24,13,8,21,1558,8,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu
2007,0,0.02,0,0,0.02,71,22,7.5,24,13,11,531,1558,8,GunParade Orchestra: Midori no Shou
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,1,414,1558,8,Group S Challenge
2012,0,0.02,0,0,0.02,71,22,7.5,24,13,5,162,1558,8,Fritz Chess
2008,0,0,0.02,0,0.02,71,22,7.5,24,16,1,475,1558,8,G1 Jockey Wii
2010,0.01,0.01,0,0,0.02,71,22,7.5,24,13,7,392,1558,8,Shooter: Starfighter Sanvein
2002,0.01,0.01,0,0,0.02,70,6,7.5,24,6,11,511,1478,1,Sakura Wars 1 & 2
2005,0.01,0,0,0,0.02,57,6,7.5,24,29,4,201,656,2,Dragon's Lair
2008,0,0,0.02,0,0.02,71,22,7.5,24,19,7,227,1558,8,Disney's Meet the Robinsons
2015,0,0.02,0,0,0.02,71,22,7.5,24,17,0,288,1581,2,Mata Hari: Betrayal is only a Kiss Away
2015,0,0.02,0,0,0.02,71,22,6.8,4,28,0,288,1581,2,Cities in Motion Collection
2003,0.01,0,0,0,0.02,59,9,7.5,24,7,6,17,295,1,Date A Live: Arusu Install
2016,0.02,0,0,0,0.02,55,13,4.2,94,30,4,121,733,2,Terminator 3: The Redemption
1995,0.02,0,0,0,0.02,71,22,7.5,24,13,3,546,1558,8,Farm Frenzy
2008,0,0.02,0,0,0.02,84,56,7.9,516,13,8,139,342,5,Tengen Toppa Gurren-Lagann
2002,0.01,0,0,0,0.02,68,6,7.5,24,29,10,277,773,1,Mario Tennis
2006,0,0.02,0,0,0.02,87,17,7.5,24,13,10,447,1350,1,Sugoi Hebereke
2010,0,0,0.02,0,0.02,71,22,7.5,24,19,3,270,1558,8,Pebble Beach Golf Links
2006,0,0.01,0,0,0.02,71,22,4.1,10,13,9,139,898,7,Veggy World
2008,0.02,0,0,0,0.02,71,22,7.5,24,4,9,129,1558,8,Dakar 2: The World's Ultimate Rally
2000,0.01,0.01,0,0,0.02,62,10,8.8,31,15,11,244,720,7,Balls of Fury
2009,0.02,0,0,0,0.02,71,27,7.1,38,13,11,392,6,7,Indigo Prophecy
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,2,303,1558,8,Overlord
2011,0,0,0.02,0,0.02,71,22,7.5,24,28,8,86,1558,8,Higurashi Daybreak Portable Mega Edition
2011,0,0.02,0,0,0.02,50,14,4.7,57,13,11,232,646,8,The Lord of the Rings: The Battle for Middle-Earth II
2013,0,0,0.02,0,0.02,71,22,7.5,24,19,1,78,1558,8,Whiteout
2000,0.01,0.01,0,0,0.02,78,5,8.4,5,15,8,349,1489,7,Shinken de Watashi ni Koi Shinasai! R
2012,0,0,0.02,0,0.02,71,22,7.5,24,28,0,86,1558,8,Command & Conquer: The First Decade
2009,0,0,0.02,0,0.02,71,22,7.5,24,19,3,11,1558,8,Shiratsuyu no Kai
2014,0,0.01,0,0,0.02,71,22,7.5,24,20,0,457,1558,8,Rugby League Team Manager 2015
2007,0,0,0.02,0,0.02,71,22,7.5,24,16,7,463,1558,8,FIFA Soccer 09
2016,0,0,0.02,0,0.02,71,22,7.5,24,18,9,502,1558,8,Quake 4
2012,0,0,0.02,0,0.02,71,22,7.5,24,19,0,233,1558,8,XGRA: Extreme G Racing Association
2009,0,0,0.02,0,0.02,71,22,7.5,24,16,8,30,1558,8,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto
2003,0,0.02,0,0,0.02,74,22,8.7,76,13,8,191,1138,7,Max Payne
2007,0,0.01,0,0,0.02,70,21,7.5,11,4,5,138,98,1,Taito Legends 2
1997,0.01,0.01,0,0,0.02,71,22,7.5,24,15,5,326,1558,8,Touhou Genso Rondo: Bullet Ballet
2009,0,0,0.02,0,0.02,71,22,7.5,24,19,7,349,1558,8,Kill.Switch
2010,0.01,0.01,0,0,0.02,71,22,7.5,24,26,6,369,1028,1,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!"
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,9,214,1558,8,Jinsei Game Wii
2006,0.01,0,0,0,0.02,71,22,7.5,24,6,3,127,610,1,So Blonde
2003,0.01,0,0,0,0.02,23,21,3.3,23,7,0,527,983,7,Atari Flashback Classics: Volume 1
2014,0,0,0.02,0,0.02,71,22,7.5,24,27,0,349,1558,8,The Sims: Complete Collection
2015,0,0,0.02,0,0.02,71,22,7.5,24,2,3,215,1558,8,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore
2011,0.01,0.01,0,0,0.02,54,5,5.7,6,28,3,490,1406,1,SBK: Snowboard Kids
2012,0,0.02,0,0,0.02,64,24,7.6,30,28,1,161,541,5,Gekka Ryouran Romance
2010,0,0,0.02,0,0.02,71,22,7.5,24,4,1,265,1558,8,Guess the Logos
2013,0.01,0,0,0,0.02,71,22,7.5,24,20,0,127,1558,8,Ore no Yome: Anata Dake no Hanayome
2007,0.02,0,0,0,0.02,79,15,7.2,63,13,3,50,120,7,Resident Evil Zero
2006,0.01,0,0,0,0.02,71,22,7.5,24,6,0,277,1558,8,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection
2015,0,0.02,0,0,0.02,65,5,6.6,21,30,0,527,749,7,Final Approach 2: 1st Priority
2008,0,0,0.02,0,0.02,71,22,7.5,24,16,1,7,1558,8,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!
2016,0,0,0.02,0,0.02,71,22,7.5,24,17,3,349,1558,8,Homeworld
2006,0,0,0.02,0,0.02,71,22,7.5,24,16,1,493,1558,8,Back to the Future: The Game
2006,0.01,0,0,0,0.02,76,18,7.5,24,29,10,139,1558,8,Sniper Elite V2
2010,0.02,0,0,0,0.02,71,22,7.5,24,26,10,123,1558,8,Moujuutsukai to Oujisama: Snow Bride
2016,0,0,0.02,0,0.02,71,22,7.5,24,20,0,364,1558,8,Detective Jinguuji Saburo: Ronde Revenge
2012,0.02,0,0,0,0.02,62,11,7.3,12,28,0,527,1538,7,Casper: Spirit Dimensions
2015,0,0,0.02,0,0.02,71,22,7.5,24,17,0,110,1558,8,Meitantei Evangelion
2016,0,0,0.02,0,0.02,71,22,7.5,24,20,0,301,1558,8,Tsuyo Kiss 2 Portable
2006,0.01,0,0,0,0.02,71,22,7.5,24,6,3,217,1558,8,Paragon
2015,0,0,0.02,0,0.02,71,22,7.5,24,20,0,7,1558,8,Order of War
2006,0.01,0,0,0,0.02,72,34,8.6,9,29,8,138,1215,5,The Fast and the Furious
2005,0,0.02,0,0,0.02,46,18,6.1,29,13,8,143,1372,5,Butt-Ugly Martians: Zoom or Doom!
2015,0,0,0.02,0,0.02,71,22,7.5,24,17,0,39,1558,8,Mar Heaven: Karudea no Akuma
